raw_character_text,Laura_annotation,Serhii_annotation,Rosaleen_annotation,spoken_words
C. Montgomery Burns,morality_religion_values,power_wealth_authority,,"I want that oil well! I've got a monopoly to maintain! I own the Electric Company and the Waterworks, plus the hotel on Baltic Avenue."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"Excellent. Once again the wheel has turned and Dame Fortune has hugged Montgomery Burns to her sweet perfumed bosom. Somebody up there likes me, Smithers."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,#NAME?
C. Montgomery Burns,crime_danger_violence,power_wealth_authority,,Bah! A non-profit organization with oil? I won't allow it! An oil well doesn't belong in the hands of Betsy Bleedingheart and Maynard G. Muskie-vote!
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"Why that's a fabulous idea. Anything else you'd like? How about real lead in the radiation shields? Urinal cakes maybe? Smithers, throw this at him."
C. Montgomery Burns,quirky_humor_everyday,crime_danger_violence,,How dare you destroy my valuable wall and spill my priceless acid?! Did you really think you were going to get away with it?
C. Montgomery Burns,power_wealth_authority,work_role_management,,We want you to give them a pep talk that turns them from a bunch of donut-eating goof-offs into a pack of Homer Simpsons.
C. Montgomery Burns,power_wealth_authority,crime_danger_violence,,"Well then, I should disrobe at once. Housekeeping! Send up a Chinese dressing screen! And one of Firestone's finest vulcanized prophylactics! Be right back."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,My germs! My precious germs! They never harmed a soul! They never even had a chance! Whoever did this will never get past me!
C. Montgomery Burns,power_wealth_authority,quirky_humor_everyday,,"So, what shall we do tomorrow? Go grousing? Or if you'd rather stay home, you could sing while I accompany you on the clavichord."
C. Montgomery Burns,work_role_management,work_role_management,,"Aw, if you stay you can have anything you want to eat, even some sort of gelatin dish. It's made from hooves, you know."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"With the departure of Mr. Marley, there will now be an entry-level position open in Sector 7G. Now get out. The bar is closed."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"I see what you're saying. We're crowding your plate. In fact, there's no need for us to be here at all. Let's go, Smithers."
C. Montgomery Burns,power_wealth_authority,power_wealth_authority,,"The electric chair is on, eh? Then the old prison has been getting free electricity for thirty years. I'll put a stop to that."
C. Montgomery Burns,power_wealth_authority,work_role_management,,"Welcome, fellow Republicans. To start with the old business, Brother Hibbert will read a report on our efforts to rename everything after Ronald Reagan."
C. Montgomery Burns,quirky_humor_everyday,work_role_management,,"So, let's see how my burly-bottomed ball-handlers are faring. Smithers, we're leading two to nothing! Run out the clock, boys. Run out the clock..."
C. Montgomery Burns,quirky_humor_everyday,quirky_humor_everyday,,"Prepare for the adventure of a lifetime as you fight for survival against the merciless forces of nature! Toe your marks, get set, go!"
C. Montgomery Burns,crime_danger_violence,crime_danger_violence,,"Of course not. He's just a harmless maniac, here to remind us of the precious gift of sanity. B... Oh, God! What's he doing?"
